film_title,category_name,customer_name,store_location,rental_date,customer_total_for_film
SHANGHAI TYCOON,Travel,FRANCIS SIKES,"Woodridge, Australia",2005-07-12 07:52:55,2.99
CONQUERER NUTS,Drama,BRUCE SCHWARZ,"Woodridge, Australia",2005-07-12 07:57:45,4.99
OKLAHOMA JUMANJI,New,KURT EMMONS,"Lethbridge, Canada",2005-07-12 08:01:07,0.99
NATIONAL STORY,Documentary,MARION SNYDER,"Woodridge, Australia",2005-07-12 08:03:40,2.99
BIRCH ANTITRUST,Music,WALLACE SLONE,"Lethbridge, Canada",2005-07-12 08:08:50,8.99
SHAKESPEARE SADDLE,Sports,VIOLA HANSON,"Woodridge, Australia",2005-07-12 08:16:50,2.99
RIVER OUTLAW,Sports,PAULINE HENRY,"Lethbridge, Canada",2005-07-12 08:19:41,3.99
BANG KWAI,Family,ALICIA MILLS,"Lethbridge, Canada",2005-07-12 08:28:33,2.99
RULES HUMAN,Horror,LEON BOSTIC,"Lethbridge, Canada",2005-07-12 08:30:07,4.99
PARK CITIZEN,Action,CLARA SHAW,"Lethbridge, Canada",2005-07-12 08:33:49,7.99
AFRICAN EGG,Family,BARRY LOVELACE,"Lethbridge, Canada",2005-07-12 08:36:22,4.99
HANOVER GALAXY,Music,DANA HART,"Lethbridge, Canada",2005-07-12 08:37:30,7.99
KILLER INNOCENT,Family,CAROLINE BOWMAN,"Lethbridge, Canada",2005-07-12 08:39:56,2.99
TEXAS WATCH,Horror,RICHARD MCCRARY,"Lethbridge, Canada",2005-07-12 08:50:48,0.99
VOICE PEACH,New,TIMOTHY BUNN,"Lethbridge, Canada",2005-07-12 09:04:11,0.99
WATERFRONT DELIVERANCE,Action,MICHAEL SILVERMAN,"Lethbridge, Canada",2005-07-12 09:05:34,7.99
SUIT WALLS,Games,GREGORY MAULDIN,"Lethbridge, Canada",2005-07-12 09:05:50,7.99
LOLA AGENT,Horror,CASSANDRA WALTERS,"Lethbridge, Canada",2005-07-12 09:16:24,5.99
CHAPLIN LICENSE,New,JAIME NETTLES,"Woodridge, Australia",2005-07-12 09:16:46,2.99
OLEANDER CLUE,Music,STACEY MONTGOMERY,"Lethbridge, Canada",2005-07-12 09:18:08,4.99
NONE SPIKING,Sci-Fi,ANDY VANHORN,"Woodridge, Australia",2005-07-12 09:18:35,6.98
HARPER DYING,Animation,WARREN SHERROD,"Woodridge, Australia",2005-07-12 09:30:05,0.99
LANGUAGE COWBOY,Children,ROSEMARY SCHMIDT,"Lethbridge, Canada",2005-07-12 09:31:43,0.99
OSCAR GOLD,Animation,LEROY BUSTAMANTE,"Lethbridge, Canada",2005-07-12 09:33:10,2.99
OUTBREAK DIVINE,Games,DIANE COLLINS,"Lethbridge, Canada",2005-07-12 09:37:18,0.99
CAMELOT VACATION,Sci-Fi,PRISCILLA LOWE,"Woodridge, Australia",2005-07-12 09:47:58,1.99
REDEMPTION COMFORTS,New,MARIO CHEATHAM,"Lethbridge, Canada",2005-07-12 09:49:46,2.99
NONE SPIKING,Sci-Fi,JOANN GARDNER,"Woodridge, Australia",2005-07-12 09:57:39,4.99
AUTUMN CROW,Games,WANDA PATTERSON,"Lethbridge, Canada",2005-07-12 09:58:02,4.99
ROOM ROMAN,Animation,SERGIO STANFIELD,"Lethbridge, Canada",2005-07-12 10:00:44,0.99
NAME DETECTIVE,Games,ELEANOR HUNT,"Lethbridge, Canada",2005-07-12 10:27:19,8.99
INVASION CYCLONE,Children,RAYMOND MCWHORTER,"Woodridge, Australia",2005-07-12 10:33:14,5.99
ATTRACTION NEWTON,New,MARIO CHEATHAM,"Lethbridge, Canada",2005-07-12 10:37:52,4.99
MOCKINGBIRD HOLLYWOOD,Action,MIRIAM MCKINNEY,"Lethbridge, Canada",2005-07-12 10:39:39,0.99
NOON PAPI,Children,BEVERLY BROOKS,"Woodridge, Australia",2005-07-12 10:39:55,2.99
TEXAS WATCH,Horror,MILTON HOWLAND,"Woodridge, Australia",2005-07-12 10:41:34,0.99
HAROLD FRENCH,Drama,SUSAN WILSON,"Woodridge, Australia",2005-07-12 10:43:53,0.99
CLOCKWORK PARADISE,Children,GERALD FULTZ,"Woodridge, Australia",2005-07-12 10:46:30,0.99
ALI FOREVER,Horror,EVELYN MORGAN,"Woodridge, Australia",2005-07-12 10:51:09,4.99
GANGS PRIDE,Animation,KARL SEAL,"Woodridge, Australia",2005-07-12 10:57:10,2.99
AMADEUS HOLY,Action,CLIFFORD BOWENS,"Lethbridge, Canada",2005-07-12 10:57:28,0.99
JASON TRAP,Family,GABRIEL HARDER,"Lethbridge, Canada",2005-07-12 10:59:38,2.99
NOTORIOUS REUNION,Documentary,LLOYD DOWD,"Lethbridge, Canada",2005-07-12 11:06:28,1.99
SUBMARINE BED,Comedy,ROBIN HAYES,"Lethbridge, Canada",2005-07-12 11:08:32,4.99
SLIPPER FIDELITY,Sports,MAX PITT,"Lethbridge, Canada",2005-07-12 11:11:36,0.99
KARATE MOON,Horror,EMMA BOYD,"Lethbridge, Canada",2005-07-12 11:18:05,0.99
BRINGING HYSTERICAL,Comedy,WADE DELVALLE,"Lethbridge, Canada",2005-07-12 11:20:12,3.99
FLAMINGOS CONNECTICUT,New,EMILY DIAZ,"Woodridge, Australia",2005-07-12 11:21:06,4.99
VOYAGE LEGALLY,Classics,ELIZABETH BROWN,"Lethbridge, Canada",2005-07-12 11:27:35,3.99
OPUS ICE,Foreign,SERGIO STANFIELD,"Lethbridge, Canada",2005-07-12 11:29:14,6.99
BACKLASH UNDEFEATED,Children,DIANE COLLINS,"Lethbridge, Canada",2005-07-12 11:36:22,8.99
FOREVER CANDIDATE,Children,BETH FRANKLIN,"Woodridge, Australia",2005-07-12 11:37:45,2.99
FICTION CHRISTMAS,Foreign,TERRY GRISSOM,"Woodridge, Australia",2005-07-12 11:39:55,4.99
PITTSBURGH HUNCHBACK,Family,DORA MEDINA,"Woodridge, Australia",2005-07-12 11:44:33,7.99
DATE SPEED,Family,KARL SEAL,"Woodridge, Australia",2005-07-12 11:48:48,3.99
BLUES INSTINCT,Family,ALEXANDER FENNELL,"Woodridge, Australia",2005-07-12 11:49:16,2.99
HORROR REIGN,Travel,JASON MORRISSEY,"Lethbridge, Canada",2005-07-12 11:50:56,0.99
LIES TREATMENT,Drama,DANNY ISOM,"Lethbridge, Canada",2005-07-12 11:51:54,4.99
INNOCENT USUAL,Foreign,HARVEY GUAJARDO,"Lethbridge, Canada",2005-07-12 11:53:06,4.99
KING EVOLUTION,Family,JOHNNIE CHISHOLM,"Woodridge, Australia",2005-07-12 11:53:40,8.99
LIES TREATMENT,Drama,ELMER NOE,"Woodridge, Australia",2005-07-12 11:58:14,6.99
SANTA PARIS,Children,SCOTT SHELLEY,"Lethbridge, Canada",2005-07-12 11:58:36,2.99
SINNERS ATLANTIS,Horror,KIRK STCLAIR,"Lethbridge, Canada",2005-07-12 12:01:07,2.99
ODDS BOOGIE,Family,CHRISTINE ROBERTS,"Woodridge, Australia",2005-07-12 12:01:56,0.99
HORN WORKING,Animation,WALTER PERRYMAN,"Woodridge, Australia",2005-07-12 12:12:43,7.99
RUSH GOODFELLAS,Family,VIOLA HANSON,"Woodridge, Australia",2005-07-12 12:14:05,2.99
NEIGHBORS CHARADE,Sports,MARSHALL THORN,"Lethbridge, Canada",2005-07-12 12:14:42,6.99
FIGHT JAWBREAKER,Animation,ELIZABETH BROWN,"Lethbridge, Canada",2005-07-12 12:16:28,4.99
SPLENDOR PATTON,Children,JENNIFER DAVIS,"Woodridge, Australia",2005-07-12 12:18:38,0.99
MOTIONS DETAILS,Horror,MARJORIE TUCKER,"Lethbridge, Canada",2005-07-12 12:19:23,2.99
LIAISONS SWEET,Travel,MARIAN MENDOZA,"Lethbridge, Canada",2005-07-12 12:22:12,4.99
FURY MURDER,Children,ADRIAN CLARY,"Woodridge, Australia",2005-07-12 12:22:13,1.99
UNITED PILOT,Documentary,CLIFFORD BOWENS,"Lethbridge, Canada",2005-07-12 12:23:02,1.99
BORROWERS BEDAZZLED,Animation,LAURIE LAWRENCE,"Lethbridge, Canada",2005-07-12 12:26:38,0.99
NEWSIES STORY,Documentary,STEVE MACKENZIE,"Woodridge, Australia",2005-07-12 12:35:39,4.99
HUMAN GRAFFITI,Games,BYRON BOX,"Lethbridge, Canada",2005-07-12 12:37:00,7.99
PILOT HOOSIERS,Family,GUY BROWNLEE,"Woodridge, Australia",2005-07-12 12:39:39,2.99
BERETS AGENT,Action,PRISCILLA LOWE,"Woodridge, Australia",2005-07-12 12:44:04,2.99
WEDDING APOLLO,Documentary,JUDITH COX,"Woodridge, Australia",2005-07-12 12:45:00,1.99
RUGRATS SHAKESPEARE,Action,JAIME NETTLES,"Woodridge, Australia",2005-07-12 12:45:21,0.99
PERSONAL LADYBUGS,Music,VIVIAN RUIZ,"Lethbridge, Canada",2005-07-12 12:47:22,6.99
RUNNER MADIGAN,Music,ALEX GRESHAM,"Woodridge, Australia",2005-07-12 12:47:59,0.99
BALLROOM MOCKINGBIRD,Foreign,JOANN GARDNER,"Woodridge, Australia",2005-07-12 12:48:03,0.99
GANGS PRIDE,Animation,TERRENCE GUNDERSON,"Lethbridge, Canada",2005-07-12 12:50:24,6.99
BOULEVARD MOB,New,MARILYN ROSS,"Lethbridge, Canada",2005-07-12 13:07:55,1.99
BLOOD ARGONAUTS,Family,KATHRYN COLEMAN,"Lethbridge, Canada",2005-07-12 13:10:55,6.99
TEMPLE ATTRACTION,Horror,JASON MORRISSEY,"Lethbridge, Canada",2005-07-12 13:20:41,4.99
CONFUSED CANDLES,Family,WARREN SHERROD,"Woodridge, Australia",2005-07-12 13:23:09,7.99
JET NEIGHBORS,Foreign,MARSHA DOUGLAS,"Woodridge, Australia",2005-07-12 13:23:40,5.99
ZORRO ARK,Comedy,MAUREEN LITTLE,"Woodridge, Australia",2005-07-12 13:24:47,9.99
TUXEDO MILE,Sports,FELIX GAFFNEY,"Lethbridge, Canada",2005-07-12 13:27:36,3.99
HOLOCAUST HIGHBALL,Children,WAYNE TRUONG,"Woodridge, Australia",2005-07-12 13:29:06,0.99
CHASING FIGHT,Family,TODD TAN,"Lethbridge, Canada",2005-07-12 13:32:28,4.99
CAMPUS REMEMBER,Action,PRISCILLA LOWE,"Woodridge, Australia",2005-07-12 13:35:02,5.99
KARATE MOON,Horror,DARREN WINDHAM,"Woodridge, Australia",2005-07-12 13:38:06,2.99
CLUELESS BUCKET,Action,SCOTT SHELLEY,"Lethbridge, Canada",2005-07-12 13:40:37,2.99
NAME DETECTIVE,Games,WARREN SHERROD,"Woodridge, Australia",2005-07-12 13:42:58,6.99
POCUS PULP,Documentary,STACEY MONTGOMERY,"Lethbridge, Canada",2005-07-12 13:44:03,1.99
MADNESS ATTACKS,Foreign,PATSY DAVIDSON,"Woodridge, Australia",2005-07-12 13:45:15,3.99
WOLVES DESIRE,Travel,ANNIE RUSSELL,"Woodridge, Australia",2005-07-12 13:48:14,0.99
SPIRIT FLINTSTONES,Horror,DALE RATCLIFF,"Lethbridge, Canada",2005-07-12 13:54:25,0.99
CORE SUIT,Classics,RENE MCALISTER,"Woodridge, Australia",2005-07-12 13:58:27,2.99
HIGHBALL POTTER,Foreign,JAMES GANNON,"Woodridge, Australia",2005-07-12 13:58:51,0.99
FLIGHT LIES,Sports,PERRY SWAFFORD,"Lethbridge, Canada",2005-07-12 14:04:01,6.99
JET NEIGHBORS,Foreign,THEODORE CULP,"Woodridge, Australia",2005-07-12 14:04:24,11.98
BIKINI BORROWERS,Animation,DAVID ROYAL,"Woodridge, Australia",2005-07-12 14:16:52,4.99
BANGER PINOCCHIO,Music,WILLIE MARKHAM,"Woodridge, Australia",2005-07-12 14:24:16,0.99
UNDEFEATED DALMATIONS,Horror,JIMMIE EGGLESTON,"Lethbridge, Canada",2005-07-12 14:25:31,4.99
ARABIA DOGMA,Horror,DEANNA BYRD,"Lethbridge, Canada",2005-07-12 14:29:25,0.99
MASKED BUBBLE,Music,JUDITH COX,"Woodridge, Australia",2005-07-12 14:30:28,1.98
EXPECATIONS NATURAL,Travel,JARED ELY,"Lethbridge, Canada",2005-07-12 14:30:51,4.99
POCUS PULP,Documentary,CLINTON BUFORD,"Woodridge, Australia",2005-07-12 14:33:01,0.99
SILENCE KANE,Music,ELLEN SIMPSON,"Lethbridge, Canada",2005-07-12 14:33:21,0.99
SILVERADO GOLDFINGER,Sci-Fi,TYRONE ASHER,"Lethbridge, Canada",2005-07-12 14:39:27,6.99
OLEANDER CLUE,Music,RAYMOND MCWHORTER,"Woodridge, Australia",2005-07-12 14:43:05,4.99
GREEK EVERYONE,Foreign,MARK RINEHART,"Woodridge, Australia",2005-07-12 14:50:34,2.99
MENAGERIE RUSHMORE,Animation,JOANNE ROBERTSON,"Woodridge, Australia",2005-07-12 14:55:42,2.99
FLAMINGOS CONNECTICUT,New,GRACE ELLIS,"Woodridge, Australia",2005-07-12 14:59:24,4.99
MANCHURIAN CURTAIN,Family,ELLEN SIMPSON,"Lethbridge, Canada",2005-07-12 15:07:49,6.99
DUDE BLINDNESS,Sports,JAMIE WAUGH,"Woodridge, Australia",2005-07-12 15:08:28,4.99
CAPER MOTIONS,Comedy,JIMMIE EGGLESTON,"Lethbridge, Canada",2005-07-12 15:09:48,0.99
SHOW LORD,Documentary,JOYCE EDWARDS,"Woodridge, Australia",2005-07-12 15:14:48,4.99
CALENDAR GUNFIGHT,Foreign,BRETT CORNWELL,"Lethbridge, Canada",2005-07-12 15:16:00,8.99
SIERRA DIVIDE,Sports,MARIA MILLER,"Lethbridge, Canada",2005-07-12 15:17:42,3.99
STEERS ARMAGEDDON,Sports,PATSY DAVIDSON,"Woodridge, Australia",2005-07-12 15:25:33,7.99
WATCH TRACY,Animation,EARL SHANKS,"Lethbridge, Canada",2005-07-12 15:29:27,4.99
MASSACRE USUAL,Games,DON BONE,"Lethbridge, Canada",2005-07-12 15:30:47,5.99
SHOCK CABIN,Foreign,DOLORES WAGNER,"Woodridge, Australia",2005-07-12 15:32:01,2.99
HANDICAP BOONDOCK,Action,LUCY WHEELER,"Lethbridge, Canada",2005-07-12 15:46:55,1.99
GOLDMINE TYCOON,Sci-Fi,ASHLEY RICHARDSON,"Lethbridge, Canada",2005-07-12 15:48:54,3.99
IGBY MAKER,Travel,RALPH MADRIGAL,"Woodridge, Australia",2005-07-12 15:49:40,5.99
DOWNHILL ENOUGH,Comedy,EARL SHANKS,"Lethbridge, Canada",2005-07-12 15:54:40,2.99
ROBBERS JOON,Children,NANCY THOMAS,"Lethbridge, Canada",2005-07-12 15:55:39,2.99
OPPOSITE NECKLACE,Family,MARTIN BALES,"Lethbridge, Canada",2005-07-12 16:01:44,4.99
WON DARES,Music,BOBBY BOUDREAU,"Woodridge, Australia",2005-07-12 16:06:00,2.99
WIND PHANTOM,Games,STANLEY SCROGGINS,"Woodridge, Australia",2005-07-12 16:10:50,0.99
ELEPHANT TROJAN,Horror,JOSEPHINE GOMEZ,"Lethbridge, Canada",2005-07-12 16:18:12,4.99
SPIKING ELEMENT,Classics,JESSIE MILAM,"Lethbridge, Canada",2005-07-12 16:21:47,2.99
MOULIN WAKE,Travel,BETH FRANKLIN,"Woodridge, Australia",2005-07-12 16:23:25,4.99
SHRUNK DIVINE,Action,LESLIE SEWARD,"Woodridge, Australia",2005-07-12 16:27:56,2.99
ATTACKS HATE,Sci-Fi,WILLARD LUMPKIN,"Woodridge, Australia",2005-07-12 16:28:49,4.99
HOUSE DYNAMITE,Family,KELLY KNOTT,"Lethbridge, Canada",2005-07-12 16:32:33,2.99
FLINTSTONES HAPPINESS,Comedy,HAROLD MARTINO,"Lethbridge, Canada",2005-07-12 16:33:28,7.99
DRUMLINE CYCLONE,Travel,LEON BOSTIC,"Lethbridge, Canada",2005-07-12 16:33:44,5.99
HOOK CHARIOTS,Animation,IRENE PRICE,"Woodridge, Australia",2005-07-12 16:34:40,0.99
WIZARD COLDBLOODED,Music,BRYAN HARDISON,"Woodridge, Australia",2005-07-12 16:34:59,5.99
CALIFORNIA BIRDS,Sports,JOHNNIE CHISHOLM,"Woodridge, Australia",2005-07-12 16:37:28,18.98
AMERICAN CIRCUS,Action,ELEANOR HUNT,"Lethbridge, Canada",2005-07-12 16:37:55,10.99
CONGENIALITY QUEST,Sports,LILLIE KIM,"Woodridge, Australia",2005-07-12 16:38:23,2.99
FLYING HOOK,Animation,COURTNEY DAY,"Lethbridge, Canada",2005-07-12 16:41:00,5.99
BALLOON HOMEWARD,Music,TONI HOLT,"Lethbridge, Canada",2005-07-12 16:44:16,2.99
MUSCLE BRIGHT,Travel,CAROLYN PEREZ,"Woodridge, Australia",2005-07-12 16:52:13,2.99
SOMETHING DUCK,Drama,AUSTIN CINTRON,"Woodridge, Australia",2005-07-12 17:03:56,9.99
CROOKED FROGMEN,Children,REGINALD KINDER,"Lethbridge, Canada",2005-07-12 17:09:08,3.99
OUTBREAK DIVINE,Games,ERIKA PENA,"Lethbridge, Canada",2005-07-12 17:14:17,0.99
MOD SECRETARY,Documentary,SAM MCDUFFIE,"Lethbridge, Canada",2005-07-12 17:21:49,4.99
FROST HEAD,Classics,CASSANDRA WALTERS,"Lethbridge, Canada",2005-07-12 17:22:06,8.98
GRIT CLOCKWORK,Games,PATSY DAVIDSON,"Woodridge, Australia",2005-07-12 17:23:01,6.99
CHICKEN HELLFIGHTERS,Documentary,DANA HART,"Lethbridge, Canada",2005-07-12 17:31:43,2.99
BLADE POLISH,Drama,HILDA HOPKINS,"Lethbridge, Canada",2005-07-12 17:36:42,1.99
NASH CHOCOLAT,Animation,CLYDE TOBIAS,"Lethbridge, Canada",2005-07-12 17:54:19,4.99
GABLES METROPOLIS,Family,FLORENCE WOODS,"Lethbridge, Canada",2005-07-12 17:54:33,5.99
JEKYLL FROGMEN,New,MAX PITT,"Lethbridge, Canada",2005-07-12 18:03:25,6.99
HAUNTING PIANIST,Games,DARYL LARUE,"Woodridge, Australia",2005-07-12 18:11:58,1.99
RAGE GAMES,Family,TIM CARY,"Lethbridge, Canada",2005-07-12 18:14:10,5.99
OZ LIAISONS,Animation,KRISTINA CHAMBERS,"Lethbridge, Canada",2005-07-12 18:18:50,4.99
ARMY FLINTSTONES,Documentary,JUANITA MASON,"Woodridge, Australia",2005-07-12 18:19:57,3.99
DETAILS PACKER,Games,SUZANNE NICHOLS,"Woodridge, Australia",2005-07-12 18:20:54,9.99
ELEPHANT TROJAN,Horror,ELSIE KELLEY,"Woodridge, Australia",2005-07-12 18:21:01,4.99
BAKED CLEOPATRA,Family,LYDIA BURKE,"Lethbridge, Canada",2005-07-12 18:21:30,2.99
CHANCE RESURRECTION,Sports,ROY WHITING,"Woodridge, Australia",2005-07-12 18:22:10,2.99
GANGS PRIDE,Animation,JOHN FARNSWORTH,"Lethbridge, Canada",2005-07-12 18:23:39,5.99
CONFIDENTIAL INTERVIEW,Music,FELIX GAFFNEY,"Lethbridge, Canada",2005-07-12 18:24:31,4.99
CREATURES SHAKESPEARE,Games,DARYL LARUE,"Woodridge, Australia",2005-07-12 18:26:46,6.99
LANGUAGE COWBOY,Children,LEONA OBRIEN,"Woodridge, Australia",2005-07-12 18:28:12,0.99
FREDDY STORM,Horror,FELICIA SUTTON,"Lethbridge, Canada",2005-07-12 18:33:45,4.99
CROSSROADS CASUALTIES,Animation,BRETT CORNWELL,"Lethbridge, Canada",2005-07-12 18:38:51,2.99
TRIP NEWTON,Action,LAWRENCE LAWTON,"Woodridge, Australia",2005-07-12 18:38:59,4.99
HOLLYWOOD ANONYMOUS,Children,WILLARD LUMPKIN,"Woodridge, Australia",2005-07-12 18:42:55,0.99
DANCES NONE,Action,CATHY SPENCER,"Lethbridge, Canada",2005-07-12 18:44:04,1.99
BRIGHT ENCOUNTERS,Drama,CHARLENE ALVAREZ,"Woodridge, Australia",2005-07-12 18:51:41,8.99
CURTAIN VIDEOTAPE,Games,JESSIE MILAM,"Lethbridge, Canada",2005-07-12 18:53:37,0.99
FIRE WOLVES,Games,ADAM GOOCH,"Lethbridge, Canada",2005-07-12 18:58:03,5.99
MOURNING PURPLE,Sci-Fi,CINDY FISHER,"Woodridge, Australia",2005-07-12 18:58:05,0.99
SATURN NAME,Comedy,JUSTIN NGO,"Woodridge, Australia",2005-07-12 19:01:30,4.99
STRAIGHT HOURS,Sports,KEITH RICO,"Lethbridge, Canada",2005-07-12 19:03:19,0.99
FANTASY TROOPERS,Action,MATTHEW MAHAN,"Woodridge, Australia",2005-07-12 19:03:22,4.98
JUGGLER HARDLY,Animation,TRACY COLE,"Lethbridge, Canada",2005-07-12 19:04:24,0.99
ROMAN PUNK,Music,BRANDON HUEY,"Lethbridge, Canada",2005-07-12 19:07:55,0.99
CLYDE THEORY,New,IAN STILL,"Woodridge, Australia",2005-07-12 19:14:05,4.99
QUEEN LUKE,Drama,MAURICE CRAWLEY,"Lethbridge, Canada",2005-07-12 19:14:53,5.99
STAMPEDE DISTURBING,Games,VINCENT RALSTON,"Lethbridge, Canada",2005-07-12 19:20:41,0.99
EARTH VISION,New,CAROL GARCIA,"Woodridge, Australia",2005-07-12 19:20:45,0.99
GUN BONNIE,Games,DON BONE,"Lethbridge, Canada",2005-07-12 19:24:07,0.99
VELVET TERMINATOR,Comedy,ZACHARY HITE,"Lethbridge, Canada",2005-07-12 19:29:19,8.99
ISLAND EXORCIST,Classics,TAMMY SANDERS,"Woodridge, Australia",2005-07-12 19:33:49,2.99
SWEET BROTHERHOOD,Travel,JAMES GANNON,"Woodridge, Australia",2005-07-12 19:38:11,7.99
PRIMARY GLASS,Action,MEGAN PALMER,"Woodridge, Australia",2005-07-12 19:38:57,0.99
MISSION ZOOLANDER,Animation,KIMBERLY LEE,"Woodridge, Australia",2005-07-12 19:46:29,4.99
VIRGINIAN PLUTO,Documentary,CAROLE BARNETT,"Woodridge, Australia",2005-07-12 19:50:16,0.99
DORADO NOTTING,Music,ELMER NOE,"Woodridge, Australia",2005-07-12 19:53:51,6.99
OPERATION OPERATION,Comedy,LOIS BUTLER,"Woodridge, Australia",2005-07-12 19:54:17,2.99
SASSY PACKER,Games,GEORGIA JACOBS,"Lethbridge, Canada",2005-07-12 19:58:09,0.99
BALLOON HOMEWARD,Music,ROBERTO VU,"Lethbridge, Canada",2005-07-12 19:58:34,6.99
JINGLE SAGEBRUSH,Classics,MARTHA GONZALEZ,"Lethbridge, Canada",2005-07-12 19:59:25,5.99
FIDELITY DEVIL,Horror,ANNETTE OLSON,"Lethbridge, Canada",2005-07-12 20:02:40,7.99
MADISON TRAP,Documentary,MARK RINEHART,"Woodridge, Australia",2005-07-12 20:03:44,2.99
CLONES PINOCCHIO,Music,CHARLES KOWALSKI,"Lethbridge, Canada",2005-07-12 20:10:17,2.99
SHOCK CABIN,Foreign,ROSEMARY SCHMIDT,"Lethbridge, Canada",2005-07-12 20:13:49,2.99
RANGE MOONWALKER,Family,JACQUELINE LONG,"Woodridge, Australia",2005-07-12 20:15:04,7.99
CONFIDENTIAL INTERVIEW,Music,GERALDINE PERKINS,"Lethbridge, Canada",2005-07-12 20:20:50,4.99
WITCHES PANIC,Drama,MATHEW BOLIN,"Lethbridge, Canada",2005-07-12 20:20:53,5.99
RULES HUMAN,Horror,BERNICE WILLIS,"Lethbridge, Canada",2005-07-12 20:23:05,5.99
AIRPLANE SIERRA,Comedy,JAMIE WAUGH,"Woodridge, Australia",2005-07-12 20:32:50,4.99
SUNDANCE INVASION,Children,GEORGIA JACOBS,"Lethbridge, Canada",2005-07-12 20:32:58,1.99
LORD ARIZONA,Action,ROY WHITING,"Woodridge, Australia",2005-07-12 20:37:13,4.99
HELLFIGHTERS SIERRA,Foreign,JEFFERY PINSON,"Woodridge, Australia",2005-07-12 20:37:37,7.99
MAGNIFICENT CHITTY,Classics,ARTHUR SIMPKINS,"Lethbridge, Canada",2005-07-12 20:46:35,8.99
BUCKET BROTHERHOOD,Travel,ENRIQUE FORSYTHE,"Lethbridge, Canada",2005-07-12 20:50:48,4.99
SUNRISE LEAGUE,Animation,JILL HAWKINS,"Lethbridge, Canada",2005-07-12 20:56:04,4.99
WORKING MICROCOSMOS,Travel,FREDERICK ISBELL,"Woodridge, Australia",2005-07-12 20:58:04,6.99
WIZARD COLDBLOODED,Music,LONNIE TIRADO,"Woodridge, Australia",2005-07-12 21:00:23,9.99
HEDWIG ALTER,Comedy,SAM MCDUFFIE,"Lethbridge, Canada",2005-07-12 21:01:11,2.99
MALTESE HOPE,Games,JORGE OLIVARES,"Woodridge, Australia",2005-07-12 21:03:03,4.99
PRIX UNDEFEATED,Family,EDGAR RHOADS,"Woodridge, Australia",2005-07-12 21:07:35,2.99
FURY MURDER,Children,HAZEL WARREN,"Lethbridge, Canada",2005-07-12 21:10:04,0.99
EXTRAORDINARY CONQUERER,Classics,KENNETH GOODEN,"Woodridge, Australia",2005-07-12 21:20:50,4.99
OTHERS SOUP,Travel,AUSTIN CINTRON,"Woodridge, Australia",2005-07-12 21:23:59,2.99
ENCINO ELF,Games,CARMEN OWENS,"Lethbridge, Canada",2005-07-12 21:25:37,2.99
ARIZONA BANG,Classics,KAREN JACKSON,"Woodridge, Australia",2005-07-12 21:30:41,2.99
GRAPES FURY,Foreign,FELIX GAFFNEY,"Lethbridge, Canada",2005-07-12 21:39:04,0.99
SENSE GREEK,Sports,VERNON CHAPA,"Woodridge, Australia",2005-07-12 21:44:16,9.99
ANGELS LIFE,New,MISTY LAMBERT,"Woodridge, Australia",2005-07-12 21:45:25,6.99
ZORRO ARK,Comedy,VERONICA STONE,"Lethbridge, Canada",2005-07-12 21:46:33,5.99
SLEUTH ORIENT,Games,BRAD MCCURDY,"Woodridge, Australia",2005-07-12 21:58:15,0.99
KNOCK WARLOCK,Comedy,FLOYD GANDY,"Lethbridge, Canada",2005-07-12 22:02:09,3.99
COLOR PHILADELPHIA,Classics,DEBORAH WALKER,"Lethbridge, Canada",2005-07-12 22:02:18,2.99
FIGHT JAWBREAKER,Animation,GREGORY MAULDIN,"Lethbridge, Canada",2005-07-12 22:03:02,0.99
MAKER GABLES,Children,ISAAC OGLESBY,"Woodridge, Australia",2005-07-12 22:03:49,2.99
PREJUDICE OLEANDER,Classics,ERIK GUILLEN,"Woodridge, Australia",2005-07-12 22:08:46,7.99
COMA HEAD,Travel,YVONNE WATKINS,"Woodridge, Australia",2005-07-12 22:09:30,4.99
ENGLISH BULWORTH,Sci-Fi,KELLY KNOTT,"Lethbridge, Canada",2005-07-12 22:11:21,6.99
CASABLANCA SUPER,Travel,FRANCISCO SKIDMORE,"Woodridge, Australia",2005-07-12 22:18:12,4.99
CABIN FLASH,Children,LAWRENCE LAWTON,"Woodridge, Australia",2005-07-12 22:26:56,1.99
RIDER CADDYSHACK,Sports,BONNIE HUGHES,"Woodridge, Australia",2005-07-12 22:29:18,4.99
PEAK FOREVER,Sports,SARAH LEWIS,"Woodridge, Australia",2005-07-12 22:30:15,5.99
TIGHTS DAWN,Sports,EVA RAMOS,"Lethbridge, Canada",2005-07-12 22:30:29,2.99
RIDGEMONT SUBMARINE,New,JENNIE TERRY,"Woodridge, Australia",2005-07-12 22:39:03,6.99
DOWNHILL ENOUGH,Comedy,BILLY POULIN,"Lethbridge, Canada",2005-07-12 22:39:48,0.99
MINDS TRUMAN,Action,SAM MCDUFFIE,"Lethbridge, Canada",2005-07-12 22:40:48,8.99
ELF MURDER,Music,BRETT CORNWELL,"Lethbridge, Canada",2005-07-26 22:51:53,8.99
ORANGE GRAPES,Foreign,CAROLYN PEREZ,"Woodridge, Australia",2005-07-26 22:52:32,0.99
WONDERLAND CHRISTMAS,Sci-Fi,GORDON ALLARD,"Lethbridge, Canada",2005-07-26 22:56:00,10.99
